Combined_Key,Last_Update,Confirmed,Deaths,Recovered,Incident_Rate,Case_Fatality_Ratio
"Crowley, Colorado, US",2022-02-01 04:21:11,2879,28,,47500.41247318925,0.9725599166377216
"Custer, Colorado, US",2022-02-01 04:21:11,593,18,,11700.8681925809,3.0354131534569984
"Delta, Colorado, US",2022-02-01 04:21:11,5487,124,,17607.98408317823,2.2598870056497176
"Denver, Colorado, US",2022-02-01 04:21:11,158633,1185,,21813.88895382496,0.7470072431335221
"Dolores, Colorado, US",2022-02-01 04:21:11,332,7,,16155.717761557178,2.108433734939759
"Douglas, Colorado, US",2022-02-01 04:21:11,72309,373,,20591.820113112764,0.515841734777137
"Eagle, Colorado, US",2022-02-01 04:21:11,15077,34,,27349.57461860793,0.2255090535252371
"El Paso, Colorado, US",2022-02-01 04:21:11,170043,1511,,23603.87172180016,0.8885987661944331
"Elbert, Colorado, US",2022-02-01 04:21:11,4453,33,,16659.807699502413,0.7410734336402426
"Fremont, Colorado, US",2022-02-01 04:21:11,13146,172,,27479.6713978135,1.3083827780313404
"Garfield, Colorado, US",2022-02-01 04:21:11,13442,84,,22380.579743927006,0.6249070078857313
"Gilpin, Colorado, US",2022-02-01 04:21:11,886,4,,14191.894922312991,0.4514672686230248
"Grand, Colorado, US",2022-02-01 04:21:11,3302,22,,20986.39888140333,0.6662628709872804
"Gunnison, Colorado, US",2022-02-01 04:21:11,3081,13,,17644.02703012255,0.4219409282700422
"Hinsdale, Colorado, US",2022-02-01 04:21:11,117,0,,14268.292682926827,0.0
"Huerfano, Colorado, US",2022-02-01 04:21:11,1298,28,,18819.77671451356,2.157164869029276
"Jackson, Colorado, US",2022-02-01 04:21:11,146,0,,10488.505747126435,0.0
"Jefferson, Colorado, US",2022-02-01 04:21:11,112949,1212,,19377.711745622168,1.0730506688859571
"Kiowa, Colorado, US",2022-02-01 04:21:11,313,5,,22261.73541963016,1.597444089456869
"Kit Carson, Colorado, US",2022-02-01 04:21:11,1489,29,,20980.69606876145,1.9476158495634652
"La Plata, Colorado, US",2022-02-01 04:21:11,11648,73,,20718.236957720423,0.626717032967033
"Lake, Colorado, US",2022-02-01 04:21:11,1718,2,,21139.411837086256,0.1164144353899883
"Larimer, Colorado, US",2022-02-01 04:21:11,69144,435,,19373.54825875108,0.6291218326969802
"Las Animas, Colorado, US",2022-02-01 04:21:11,3145,38,,21680.68385495657,1.208267090620032
"Lincoln, Colorado, US",2022-02-01 04:21:11,1869,9,,32783.722154008065,0.4815409309791332
"Logan, Colorado, US",2022-02-01 04:21:11,6377,104,,28457.31625686108,1.6308609063823114
"Mesa, Colorado, US",2022-02-01 04:21:11,38522,499,,24980.22177550094,1.2953636882820208
"Mineral, Colorado, US",2022-02-01 04:21:11,214,1,,27828.348504551366,0.4672897196261682
"Moffat, Colorado, US",2022-02-01 04:21:11,2728,50,,20537.529172626662,1.8328445747800584
"Montezuma, Colorado, US",2022-02-01 04:21:11,5458,60,,20845.586831149983,1.0993037742762917
"Montrose, Colorado, US",2022-02-01 04:21:11,8457,151,,19778.754852893027,1.785503133498877
"Morgan, Colorado, US",2022-02-01 04:21:11,5229,130,,17988.853722306318,2.4861350162554983
"Otero, Colorado, US",2022-02-01 04:21:11,3968,122,,21709.158551263816,3.0745967741935485
"Ouray, Colorado, US",2022-02-01 04:21:11,804,6,,16235.864297253636,0.746268656716418
"Out of CO, Colorado, US",2022-02-01 04:21:11,0,0,,,
"Park, Colorado, US",2022-02-01 04:21:11,2634,17,,13977.182276465906,0.6454062262718299
"Phillips, Colorado, US",2022-02-01 04:21:11,794,15,,18616.64712778429,1.889168765743073
"Pitkin, Colorado, US",2022-02-01 04:21:11,5939,6,,33427.140203748524,0.1010271089408991
"Prowers, Colorado, US",2022-02-01 04:21:11,2409,45,,19791.32435096944,1.86799501867995
"Pueblo, Colorado, US",2022-02-01 04:21:11,41721,727,,24771.41025032062,1.742527743822056
"Rio Blanco, Colorado, US",2022-02-01 04:21:11,1452,13,,22960.151802656543,0.8953168044077136
"Rio Grande, Colorado, US",2022-02-01 04:21:11,2499,42,,22179.81716517264,1.680672268907563
"Routt, Colorado, US",2022-02-01 04:21:11,5947,25,,23196.03713238162,0.4203800235412813
"Saguache, Colorado, US",2022-02-01 04:21:11,1035,10,,15167.057444314183,0.966183574879227
"San Juan, Colorado, US",2022-02-01 04:21:11,190,0,,26098.9010989011,0.0
"San Miguel, Colorado, US",2022-02-01 04:21:11,2108,7,,25773.32192199536,0.3320683111954459
"Sedgwick, Colorado, US",2022-02-01 04:21:11,432,8,,19217.08185053381,1.851851851851852
"Summit, Colorado, US",2022-02-01 04:21:11,9293,12,,29966.78597916868,0.1291294522759066
"Teller, Colorado, US",2022-02-01 04:21:11,4516,54,,17787.93130612888,1.195748449955713
"Unassigned, Colorado, US",2022-02-01 04:21:11,122,0,,,0.0
"Washington, Colorado, US",2022-02-01 04:21:11,923,26,,18806.03096984515,2.816901408450704
"Weld, Colorado, US",2022-02-01 04:21:11,76680,630,,23630.782885248325,0.8215962441314554
"Yuma, Colorado, US",2022-02-01 04:21:11,1737,22,,17337.059586785108,1.266551525618883
"Fairfield, Connecticut, US",2022-02-01 04:21:11,193175,2547,,20477.944138436946,1.3184935938915492
"Hartford, Connecticut, US",2022-02-01 04:21:11,169521,2889,,19010.563854124608,1.7042136372484824
"Litchfield, Connecticut, US",2022-02-01 04:21:11,29959,413,,16613.1545529659,1.378550685937448
"Middlesex, Connecticut, US",2022-02-01 04:21:11,25960,453,,15981.678938166417,1.7449922958397537
"New Haven, Connecticut, US",2022-02-01 04:21:11,183151,2595,,21427.25944332717,1.4168636807879835
"New London, Connecticut, US",2022-02-01 04:21:11,51160,587,,19290.664615431026,1.1473807662236122
"Tolland, Connecticut, US",2022-02-01 04:21:11,19288,248,,12797.155008260295,1.2857735379510578
"Unassigned, Connecticut, US",2022-02-01 04:21:11,2688,4,,,0.1488095238095238
"Windham, Connecticut, US",2022-02-01 04:21:11,24498,274,,20977.547909780616,1.1184586496856883
"Kent, Delaware, US",2022-02-01 04:21:11,47695,551,,26382.020731693825,1.1552573645036168
"New Castle, Delaware, US",2022-02-01 04:21:11,140842,1224,,25206.486587096628,0.8690589454850116
"Sussex, Delaware, US",2022-02-01 04:21:11,58688,756,,25056.2493329064,1.2881679389312977
"Unassigned, Delaware, US",2022-02-01 04:21:11,886,0,,,0.0
"Diamond Princess, US",2020-08-04 02:27:56,49,0,,,0.0
"District of Columbia, District of Columbia ,US",2022-02-01 04:21:11,129817,1284,,18394.216640760384,0.9890846345239838
"Alachua, Florida, US",2022-02-01 04:21:11,62437,537,,23207.070988652373,0.8600669474830629
"Baker, Florida, US",2022-02-01 04:21:11,7961,127,,27254.36494351249,1.595276975254365
"Bay, Florida, US",2022-02-01 04:21:11,43157,713,,24702.784694198795,1.652107421739231
"Bradford, Florida, US",2022-02-01 04:21:11,6881,130,,24399.84397716393,1.889260281935765
"Brevard, Florida, US",2022-02-01 04:21:11,123224,1831,,20471.075286323263,1.4859118353567486
"Broward, Florida, US",2022-02-01 04:21:11,576314,5147,,29512.52011237324,0.8930895310542517
"Calhoun, Florida, US",2022-02-01 04:21:11,3827,85,,27132.222616093582,2.221060883198328
"Charlotte, Florida, US",2022-02-01 04:21:11,32287,678,,17091.207453284635,2.0999163750116145
"Citrus, Florida, US",2022-02-01 04:21:11,26899,853,,17973.766679807828,3.17112160303357
"Clay, Florida, US",2022-02-01 04:21:11,48993,718,,22345.52022330469,1.465515481803523
"Collier, Florida, US",2022-02-01 04:21:11,79981,904,,20779.5750606648,1.130268438754204
"Columbia, Florida, US",2022-02-01 04:21:11,19571,329,,27301.00717015875,1.6810587093148026
"DeSoto, Florida, US",2022-02-01 04:21:11,8717,140,,22938.87002973606,1.6060571297464723
"Dixie, Florida, US",2022-02-01 04:21:11,3662,52,,21763.93676453108,1.4199890770071
"Duval, Florida, US",2022-02-01 04:21:11,237586,2930,,24806.55282405208,1.2332376486830032
"Escambia, Florida, US",2022-02-01 04:21:11,76642,1127,,24077.33195943653,1.4704731087393337
"Flagler, Florida, US",2022-02-01 04:21:11,20744,289,,18025.564602323582,1.3931739298110295
"Franklin, Florida, US",2022-02-01 04:21:11,2896,46,,23884.536082474227,1.5883977900552486
"Gadsden, Florida, US",2022-02-01 04:21:11,12497,165,,27369.689005694258,1.3203168760502522
"Gilchrist, Florida, US",2022-02-01 04:21:11,4070,71,,21902.91680120547,1.7444717444717446
"Glades, Florida, US",2022-02-01 04:21:11,1875,34,,13576.134964883064,1.8133333333333328
"Gulf, Florida, US",2022-02-01 04:21:11,3947,67,,28939.071779455968,1.6974917658981503
"Hamilton, Florida, US",2022-02-01 04:21:11,3611,49,,25027.72387025229,1.356964829687067
"Hardee, Florida, US",2022-02-01 04:21:11,8112,105,,30114.71210602517,1.294378698224852
"Hendry, Florida, US",2022-02-01 04:21:11,11150,146,,26533.72043215459,1.3094170403587444
"Hernando, Florida, US",2022-02-01 04:21:11,38783,949,,19999.48432343234,2.446948405229095
"Highlands, Florida, US",2022-02-01 04:21:11,21937,574,,20652.225077903608,2.6165838537630486
"Hillsborough, Florida, US",2022-02-01 04:21:11,348006,3174,,23642.225917954736,0.9120532404613714
"Holmes, Florida, US",2022-02-01 04:21:11,5110,73,,26048.83519396442,1.4285714285714286
"Indian River, Florida, US",2022-02-01 04:21:11,30305,587,,18949.744564571694,1.9369740966837157
"Jackson, Florida, US",2022-02-01 04:21:11,13638,245,,29383.375705606068,1.7964510925355623
"Jefferson, Florida, US",2022-02-01 04:21:11,3619,36,,25403.6220693528,0.9947499309201436
"Lafayette, Florida, US",2022-02-01 04:21:11,2580,52,,30634.05366896224,2.0155038759689923
"Lake, Florida, US",2022-02-01 04:21:11,78614,1276,,21413.82334835121,1.623120563767268
"Lee, Florida, US",2022-02-01 04:21:11,178109,1901,,23113.71868093649,1.0673239420804117
"Leon, Florida, US",2022-02-01 04:21:11,79082,540,,26936.93755066728,0.6828355377962115
"Levy, Florida, US",2022-02-01 04:21:11,9404,115,,22658.602992554755,1.2228838792003405
"Liberty, Florida, US",2022-02-01 04:21:11,2379,25,,28477.37610725401,1.0508617065994117
"Madison, Florida, US",2022-02-01 04:21:11,5344,69,,28897.4206456497,1.291167664670659
"Manatee, Florida, US",2022-02-01 04:21:11,88831,1245,,22028.602391054752,1.4015377514606386
"Marion, Florida, US",2022-02-01 04:21:11,77134,1846,,21099.133155897904,2.3932377421111317
"Martin, Florida, US",2022-02-01 04:21:11,29796,541,,18506.832298136647,1.8156799570412137
"Miami-Dade, Florida, US",2022-02-01 04:21:11,1128410,9565,,41532.385698616825,0.8476528921225441
"Monroe, Florida, US",2022-02-01 04:21:11,17498,103,,23573.314652152814,0.5886387015658933
"Nassau, Florida, US",2022-02-01 04:21:11,20703,252,,23360.22566995769,1.2172148963918272
"Okaloosa, Florida, US",2022-02-01 04:21:11,47906,592,,22732.492478812557,1.2357533503110258
"Okeechobee, Florida, US",2022-02-01 04:21:11,10157,164,,24086.98539176627,1.6146499950772866
"Orange, Florida, US",2022-02-01 04:21:11,353301,2353,,25354.37173293375,0.6660043419067594
"Osceola, Florida, US",2022-02-01 04:21:11,107846,952,,28701.45388834627,0.8827402036236857
"Palm Beach, Florida, US",2022-02-01 04:21:11,350714,4407,,23431.388924150004,1.2565794350952628
"Pasco, Florida, US",2022-02-01 04:21:11,112751,1661,,20354.1132996478,1.4731576660073968
"Pinellas, Florida, US",2022-02-01 04:21:11,194154,2839,,19913.31246487165,1.4622413135964234
"Polk, Florida, US",2022-02-01 04:21:11,186917,2584,,25789.587693869977,1.3824317745309416
"Putnam, Florida, US",2022-02-01 04:21:11,16401,387,,22008.561345124188,2.359612218767148
"Santa Rosa, Florida, US",2022-02-01 04:21:11,44459,538,,24121.46728662656,1.210103691041184
"Sarasota, Florida, US",2022-02-01 04:21:11,82394,1376,,18996.08523039041,1.670024516348278
"Seminole, Florida, US",2022-02-01 04:21:11,96666,922,,20487.637391750348,0.9537996813771128
"St. Johns, Florida, US",2022-02-01 04:21:11,57696,485,,21799.05694595575,0.8406128674431503
"St. Lucie, Florida, US",2022-02-01 04:21:11,69538,1073,,21181.430229335023,1.54304121487532
"Sumter, Florida, US",2022-02-01 04:21:11,19603,486,,14803.655037003473,2.4792123654542677
"Suwannee, Florida, US",2022-02-01 04:21:11,11940,271,,26881.599387621856,2.269681742043551
"Taylor, Florida, US",2022-02-01 04:21:11,6366,87,,29514.5811117808,1.3666352497643732
"Unassigned, Florida, US",2022-02-01 04:21:11,16558,1502,,,9.071143857953858
"Union, Florida, US",2022-02-01 04:21:11,4023,104,,26402.835203780272,2.5851354710415118
"Volusia, Florida, US",2022-02-01 04:21:11,108348,1664,,19582.70978376385,1.535792077380293
"Wakulla, Florida, US",2022-02-01 04:21:11,9046,109,,26811.701591629862,1.2049524651779793
"Walton, Florida, US",2022-02-01 04:21:11,16414,180,,22159.81963251475,1.0966248324600951
"Washington, Florida, US",2022-02-01 04:21:11,6282,88,,24661.406194794487,1.4008277618592804
"Appling, Georgia, US",2022-02-01 04:21:11,4524,113,,24605.678233438488,2.497789566755084
"Atkinson, Georgia, US",2022-02-01 04:21:11,1967,39,,24090.630740967543,1.9827147941026944
"Bacon, Georgia, US",2022-02-01 04:21:11,3306,65,,29613.041920458614,1.9661222020568665
"Baker, Georgia, US",2022-02-01 04:21:11,518,14,,17050.69124423963,2.702702702702702
"Baldwin, Georgia, US",2022-02-01 04:21:11,9102,207,,20276.230786366683,2.2742254449571524
"Banks, Georgia, US",2022-02-01 04:21:11,3689,74,,19179.577830924405,2.0059636757928976
"Barrow, Georgia, US",2022-02-01 04:21:11,21109,223,,25359.20230658337,1.056421431616846
"Bartow, Georgia, US",2022-02-01 04:21:11,27669,409,,25681.746459002403,1.4781885865047526
"Ben Hill, Georgia, US",2022-02-01 04:21:11,4014,114,,24035.928143712583,2.8400597907324365
"Berrien, Georgia, US",2022-02-01 04:21:11,4740,72,,24436.76857245966,1.518987341772152
"Bibb, Georgia, US",2022-02-01 04:21:11,35160,694,,22956.535365208707,1.9738339021615472
"Bleckley, Georgia, US",2022-02-01 04:21:11,3223,85,,25036.898935757014,2.637294446168166
"Brantley, Georgia, US",2022-02-01 04:21:11,3791,95,,19838.819404469097,2.505935109469797
"Brooks, Georgia, US",2022-02-01 04:21:11,3262,77,,21103.707058290744,2.360515021459228
"Bryan, Georgia, US",2022-02-01 04:21:11,8508,80,,21470.209705503825,0.9402914903620122
"Bulloch, Georgia, US",2022-02-01 04:21:11,14798,232,,18588.58406190333,1.5677794296526557
"Burke, Georgia, US",2022-02-01 04:21:11,5013,91,,22396.46160032167,1.8152802712946337
"Butts, Georgia, US",2022-02-01 04:21:11,6247,136,,25052.13346166185,2.177044981591164
"Calhoun, Georgia, US",2022-02-01 04:21:11,1258,22,,20326.385522701567,1.7488076311605725
"Camden, Georgia, US",2022-02-01 04:21:11,10339,102,,18913.03552482348,0.986555759744656
"Candler, Georgia, US",2022-02-01 04:21:11,1961,91,,18152.365083773027,4.640489546149923
"Carroll, Georgia, US",2022-02-01 04:21:11,22868,389,,19057.93719581305,1.7010669931782405
"Catoosa, Georgia, US",2022-02-01 04:21:11,13284,136,,19656.703166617343,1.0237880156579344
"Charlton, Georgia, US",2022-02-01 04:21:11,2685,58,,20049.283154121866,2.160148975791434
"Chatham, Georgia, US",2022-02-01 04:21:11,58586,763,,20241.854679888056,1.302358925340525
"Chattahoochee, Georgia, US",2022-02-01 04:21:11,6688,21,,61318.41936371138,0.3139952153110047
"Chattooga, Georgia, US",2022-02-01 04:21:11,6174,117,,24906.2083988866,1.8950437317784257
"Cherokee, Georgia, US",2022-02-01 04:21:11,60743,526,,23473.46902497556,0.8659434008856988
"Clarke, Georgia, US",2022-02-01 04:21:11,28703,199,,22366.38068744107,0.6933073197923562
"Clay, Georgia, US",2022-02-01 04:21:11,502,4,,17713.479181369094,0.796812749003984
"Clayton, Georgia, US",2022-02-01 04:21:11,61428,835,,21018.55907149896,1.3593149703718177
"Clinch, Georgia, US",2022-02-01 04:21:11,1920,37,,29011.786038077968,1.9270833333333333
"Cobb, Georgia, US",2022-02-01 04:21:11,163132,1548,,21460.75530723905,0.9489247970968296
"Coffee, Georgia, US",2022-02-01 04:21:11,9997,250,,23102.165322487464,2.50075022506752
"Colquitt, Georgia, US",2022-02-01 04:21:11,10498,211,,23021.929824561405,2.009906648885502
"Columbia, Georgia, US",2022-02-01 04:21:11,33689,338,,21497.122146075017,1.0032948440143667
"Cook, Georgia, US",2022-02-01 04:21:11,4710,66,,27272.727272727272,1.4012738853503184
"Coweta, Georgia, US",2022-02-01 04:21:11,31738,422,,21371.0953544903,1.3296363980086965
"Crawford, Georgia, US",2022-02-01 04:21:11,1657,49,,13358.594001934858,2.957151478575739
"Crisp, Georgia, US",2022-02-01 04:21:11,4429,129,,19797.06776327552,2.912621359223301
"Dade, Georgia, US",2022-02-01 04:21:11,2916,28,,18093.819806403568,0.9602194787379972
"Dawson, Georgia, US",2022-02-01 04:21:11,6548,90,,25080.43511567336,1.3744654856444716
"DeKalb, Georgia, US",2022-02-01 04:21:11,138499,1481,,18240.425024726817,1.069321800157402
"Decatur, Georgia, US",2022-02-01 04:21:11,6215,116,,23538.100287835176,1.8664521319388576
"Dodge, Georgia, US",2022-02-01 04:21:11,5000,138,,24265.95486532395,2.76
"Dooly, Georgia, US",2022-02-01 04:21:11,2270,63,,16952.949962658702,2.7753303964757707
"Dougherty, Georgia, US",2022-02-01 04:21:11,18191,448,,20681.931875028426,2.4627563080644275
"Douglas, Georgia, US",2022-02-01 04:21:11,33582,339,,22947.45905167996,1.009469358584956
"Early, Georgia, US",2022-02-01 04:21:11,2610,58,,25613.34641805692,2.2222222222222223
"Echols, Georgia, US",2022-02-01 04:21:11,904,11,,22566.150773839243,1.2168141592920354
"Effingham, Georgia, US",2022-02-01 04:21:11,12249,179,,19050.951847704368,1.4613437831659728
"Elbert, Georgia, US",2022-02-01 04:21:11,4425,97,,23054.079399812446,2.1920903954802258
"Emanuel, Georgia, US",2022-02-01 04:21:11,5662,146,,25002.207895434072,2.57859413634758
"Evans, Georgia, US",2022-02-01 04:21:11,2160,61,,20274.07546461423,2.824074074074074
"Fannin, Georgia, US",2022-02-01 04:21:11,4833,126,,18455.017565297087,2.60707635009311
"Fayette, Georgia, US",2022-02-01 04:21:11,21008,279,,18360.26603508097,1.328065498857578
"Floyd, Georgia, US",2022-02-01 04:21:11,25756,432,,26148.7542894272,1.677279080602578
"Forsyth, Georgia, US",2022-02-01 04:21:11,51015,324,,20886.215875407364,0.6351073213760658
"Franklin, Georgia, US",2022-02-01 04:21:11,5123,90,,21940.98248318986,1.7567831348819052
"Fulton, Georgia, US",2022-02-01 04:21:11,204721,1973,,19241.834807888063,0.96375066553993
"Gilmer, Georgia, US",2022-02-01 04:21:11,6301,152,,20086.709809047148,2.4123155054753216
"Glascock, Georgia, US",2022-02-01 04:21:11,578,23,,19454.729047458768,3.97923875432526
"Glynn, Georgia, US",2022-02-01 04:21:11,21456,362,,25155.934905970083,1.6871737509321405
"Gordon, Georgia, US",2022-02-01 04:21:11,14709,230,,25376.53330572952,1.5636685022775172
"Grady, Georgia, US",2022-02-01 04:21:11,5339,98,,21674.176917143668,1.835549728413561
"Greene, Georgia, US",2022-02-01 04:21:11,3741,75,,20415.8480681074,2.0048115477145148
"Gwinnett, Georgia, US",2022-02-01 04:21:11,197874,1664,,21134.739652870496,0.8409391835208264
"Habersham, Georgia, US",2022-02-01 04:21:11,9431,229,,20806.124249911754,2.4281624430071043
"Hall, Georgia, US",2022-02-01 04:21:11,51308,731,,25096.72717312085,1.4247290870819365
"Hancock, Georgia, US",2022-02-01 04:21:11,1507,86,,17819.557762800046,5.70670205706702
"Haralson, Georgia, US",2022-02-01 04:21:11,5206,144,,17474.48979591837,2.7660391855551287
"Harris, Georgia, US",2022-02-01 04:21:11,5792,99,,16437.734135543193,1.7092541436464088
"Hart, Georgia, US",2022-02-01 04:21:11,4631,77,,17672.199961839342,1.66270783847981
"Heard, Georgia, US",2022-02-01 04:21:11,2071,44,,17369.78948251279,2.1245774987928536
"Henry, Georgia, US",2022-02-01 04:21:11,55593,584,,23700.870988783307,1.0504919684132894
"Houston, Georgia, US",2022-02-01 04:21:11,37218,440,,23576.138803899583,1.1822236552205925
"Irwin, Georgia, US",2022-02-01 04:21:11,1750,42,,18585.386576040783,2.4
